game_id,season,team,over,batter,batter_id,bowler,bowler_id,non_striker,non_striker_id,wides,noballs,legbyes,byes,wicket,player_out,player_out_id,fielders_name,fielders_id,wicket_type,runs_batter,runs_extras,runs_total
1377729,2023,New Zealand,0,CJ Bowes,45df0e72,Muhammad Jawadullah,098a757c,TL Seifert,4663bd23,0,0,0,0,0,,,,,,0,0,0
1377729,2023,New Zealand,0,CJ Bowes,45df0e72,Muhammad Jawadullah,098a757c,TL Seifert,4663bd23,0,0,0,0,0,,,,,,0,0,0
1377729,2023,New Zealand,0,CJ Bowes,45df0e72,Muhammad Jawadullah,098a757c,TL Seifert,4663bd23,0,0,0,0,0,,,,,,1,0,1
1377729,2023,New Zealand,0,TL Seifert,4663bd23,Muhammad Jawadullah,098a757c,CJ Bowes,45df0e72,0,0,0,0,0,,,,,,4,0,4
1377729,2023,New Zealand,0,TL Seifert,4663bd23,Muhammad Jawadullah,098a757c,CJ Bowes,45df0e72,0,0,0,0,0,,,,,,0,0,0
1377729,2023,New Zealand,0,TL Seifert,4663bd23,Muhammad Jawadullah,098a757c,CJ Bowes,45df0e72,0,0,0,0,0,,,,,,1,0,1
1377729,2023,New Zealand,1,TL Seifert,4663bd23,Aayan Afzal Khan,d2d15439,CJ Bowes,45df0e72,0,0,0,0,0,,,,,,1,0,1
1377729,2023,New Zealand,1,CJ Bowes,45df0e72,Aayan Afzal Khan,d2d15439,TL Seifert,4663bd23,0,0,0,0,0,,,,,,0,0,0
1377729,2023,New Zealand,1,CJ Bowes,45df0e72,Aayan Afzal Khan,d2d15439,TL Seifert,4663bd23,0,0,0,0,0,,,,,,1,0,1
1377729,2023,New Zealand,1,TL Seifert,4663bd23,Aayan Afzal Khan,d2d15439,CJ Bowes,45df0e72,0,0,0,0,0,,,,,,1,0,1
1377729,2023,New Zealand,1,CJ Bowes,45df0e72,Aayan Afzal Khan,d2d15439,TL Seifert,4663bd23,0,0,0,0,0,,,,,,4,0,4
1377729,2023,New Zealand,1,CJ Bowes,45df0e72,Aayan Afzal Khan,d2d15439,TL Seifert,4663bd23,0,0,0,0,0,,,,,,1,0,1
